材料ID,品牌,车系,分析对象名称,车型价格范围,能源形式,车身形式,级别,座位数,来源类型,来源平台,地区,时间,年龄段,职业,家庭结构,是否已购,购车阶段,决策周期,主要决策人,决策影响人,用户原文,数据性质,拟定依据,参考来源标题,参考来源平台,参考来源URL
UM0294,保时捷,Panamera,Panamera,99.80-149.80万,传统燃料,轿车,大型,4座,问卷回答,公开网页评论整理,湖南,2026-04,35-40岁,个体经营者,已婚未育,已购,价格谈判,1周内,公司/家庭共同使用者,销售顾问,选车时把Panamera和同级别车型放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在外观协调，不足可能是后排头部空间，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0295,保时捷,Cayenne,Cayenne,91.80-250.80万,传统燃料,SUV,中大型,4座/5座,用户评论,车质网,湖北,2026-05,30-35岁,公务员/事业单位,未婚/两人家庭,流失,试驾体验,2周左右,本人,朋友/同事,关注Cayenne主要是因为通过性和家庭出行适配，价格在91.80-250.80万这个区间内比较有吸引力。对比同级别车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0296,保时捷,Cayenne,Cayenne,91.80-250.80万,传统燃料,SUV,中大型,4座/5座,访谈记录,公开论坛/社区讨论,江苏,2026-04,40-45岁,互联网产品/运营,已婚一孩,未购,已购复盘,1周内,公司/家庭共同使用者,无明显影响人,我对Cayenne的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是后备厢满载空间，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0297,保时捷,Cayenne,Cayenne,91.80-250.80万,传统燃料,SUV,中大型,4座/5座,问卷回答,销售反馈模拟,山东,2026-08,50岁以上,金融/咨询从业者,三代同住,流失,初步了解,2个月以上,家庭共同决策,父母,选车时把Cayenne和同价位竞品放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在家庭出行适配，不足可能是油耗/电耗，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0298,奔驰(进口),奔驰GLS,奔驰GLS,96.80-139.82万,常规混合动力,SUV,大型,7座,用户评论,太平洋汽车,湖南,2026-04,45-50岁,金融/咨询从业者,已婚二孩,意向中,流失反馈,1周内,公司/家庭共同使用者,配偶,关注奔驰GLS主要是因为豪华感和后排空间，价格在96.80-139.82万这个区间内比较有吸引力。对比新能源替代车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0299,奔驰(进口),奔驰GLS,奔驰GLS,96.80-139.82万,常规混合动力,SUV,大型,7座,访谈记录,公开网页评论整理,北京,2026-08,25-30岁,企业中层管理,已婚一孩,已购,对比评估,2个月以上,家庭共同决策,孩子,我对奔驰GLS的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是价格权益，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0300,奔驰(进口),奔驰GLS,奔驰GLS,96.80-139.82万,常规混合动力,SUV,大型,7座,问卷回答,公开问卷语料模拟,河南,2026-07,35-40岁,金融/咨询从业者,商务+家庭兼用,意向中,价格谈判,1-2个月,本人+父母,销售顾问,选车时把奔驰GLS和同级别车型放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在后排空间，不足可能是配置差异，需要试驾后再判断。,公开网页问卷回答风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0301,宝马(进口),宝马X7,宝马X7,92.80-117.80万,常规混合动力,SUV,大型,7座,用户评论,汽车之家,山东,2026-08,30-35岁,私营业主,已婚二孩,未购,试驾体验,2个月以上,家庭共同决策,朋友/同事,看宝马X7主要是冲着操控和品牌去的，转向、动力响应和底盘质感仍然是优势。我也试了理想L9，但宝马开起来更有参与感，只是配置性价比会影响家里人的接受度。,公开网页用户评论风格改写,宝马X3公开口碑整理强调2.0T动力、8AT配合、底盘运动和转向手感，也涉及内饰材料/配置复杂度等权衡。,宝马X3 汽车之家问答/口碑整理,汽车之家,https://www.autohome.com.cn/ask/17012537.html
UM0302,宝马(进口),宝马X7,宝马X7,92.80-117.80万,常规混合动力,SUV,大型,7座,访谈记录,销售反馈模拟,上海,2026-07,40-45岁,公务员/事业单位,已婚一孩,流失,已购复盘,1-2个月,本人+父母,无明显影响人,宝马X7适合自己开，动力响应和变速箱匹配比较明显。家里人更关注后排和舒适，我会担心悬挂、配置和用车成本，尤其和奔驰GLC放在一起比时性价比没有那么突出。,公开网页访谈记录风格改写,宝马X3公开口碑整理强调2.0T动力、8AT配合、底盘运动和转向手感，也涉及内饰材料/配置复杂度等权衡。,宝马X3 汽车之家问答/口碑整理,汽车之家,https://www.autohome.com.cn/ask/17012537.html
UM0303,宝马(进口),宝马X7,宝马X7,92.80-117.80万,常规混合动力,SUV,大型,7座,问卷回答,公开论坛/社区讨论,四川,2026-06,50岁以上,私营业主,商务+家庭兼用,未购,初步了解,1个月内,本人+配偶,父母,如果预算到这个价位，我希望车既要有品牌，也要有智能化体验。宝马X7的传统机械素质没问题，但在座舱科技和配置完整度上，需要销售解释清楚它的价值。,公开网页问卷回答风格改写,宝马X3公开口碑整理强调2.0T动力、8AT配合、底盘运动和转向手感，也涉及内饰材料/配置复杂度等权衡。,宝马X3 汽车之家问答/口碑整理,汽车之家,https://www.autohome.com.cn/ask/17012537.html
UM0304,宝马(进口),宝马X7,宝马X7,92.80-117.80万,常规混合动力,SUV,大型,7座,销售反馈,销售反馈模拟,湖北,2026-05,30-35岁,公务员/事业单位,已婚二孩,流失,试驾体验,2周左右,本人,朋友/同事,我对宝马X7的选择理由是驾驶质感和品牌认可，但如果主要是家庭用车，我会认真比较奥迪Q7的空间和舒适配置。销售最好先判断我是自己开多还是全家坐多。,公开网页销售反馈风格改写,宝马X3公开口碑整理强调2.0T动力、8AT配合、底盘运动和转向手感，也涉及内饰材料/配置复杂度等权衡。,宝马X3 汽车之家问答/口碑整理,汽车之家,https://www.autohome.com.cn/ask/17012537.html
UM0305,宝马(进口),宝马X7,宝马X7,92.80-117.80万,常规混合动力,SUV,大型,7座,用户评论,汽车之家,江苏,2026-04,40-45岁,私营业主,已婚一孩,未购,已购复盘,1周内,公司/家庭共同使用者,无明显影响人,宝马X7给我的感觉是产品性格很鲜明，适合重视驾驶的人。顾虑是智能化不足和后排舒适，如果后期优惠到位、保养方案清楚，我会更愿意下定。,公开网页用户评论风格改写,宝马X3公开口碑整理强调2.0T动力、8AT配合、底盘运动和转向手感，也涉及内饰材料/配置复杂度等权衡。,宝马X3 汽车之家问答/口碑整理,汽车之家,https://www.autohome.com.cn/ask/17012537.html
UM0306,奥迪(进口),奥迪Q8,奥迪Q8,76.68-108.48万,传统燃料/常规混合动力,SUV,中大型,5座,用户评论,车质网,北京,2026-08,25-30岁,金融/咨询从业者,已婚一孩,意向中,对比评估,2个月以上,家庭共同决策,孩子,看奥迪Q8主要是因为品牌稳、商务场合不出错，后排空间和隔音确实有传统豪华车的底子。我也比较了问界M7，奥迪的优惠和开起来的轻松感更吸引我，但车机智能化还是短板。,公开网页用户评论风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0307,奥迪(进口),奥迪Q8,奥迪Q8,76.68-108.48万,传统燃料/常规混合动力,SUV,中大型,5座,访谈记录,公开网页评论整理,河南,2026-07,35-40岁,企业中层管理,商务+家庭兼用,已购,价格谈判,1-2个月,本人+父母,销售顾问,家里和公司都能用，所以我会优先考虑奥迪Q8这种成熟车型。它的后排空间和底盘质感是优势，不过现在新能源车配置给得太满，和奔驰GLC比起来会觉得智能座舱不够新。,公开网页访谈记录风格改写,A6L网友印象中有豪华、科技感、大气、空间不错，以及烧机油、小毛病等负向印象。,奥迪A6L 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg4313/s48976/t3.0/
UM0308,奥迪(进口),奥迪Q8,奥迪Q8,76.68-108.48万,传统燃料/常规混合动力,SUV,中大型,5座,问卷回答,公开问卷语料模拟,广东,2026-06,45-50岁,金融/咨询从业者,已婚二孩,意向中,流失反馈,1个月内,本人+配偶,配偶,我对奥迪Q8的顾虑主要是后期维修保养和车机智能化，但是它的品牌认可度、乘坐体面感和售后体系比较稳。如果销售能把用车成本和保值解释清楚，我会更容易接受。,公开网页问卷回答风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0309,奥迪(进口),奥迪Q8,奥迪Q8,76.68-108.48万,传统燃料/常规混合动力,SUV,中大型,5座,销售反馈,公开网页评论整理,浙江,2026-05,25-30岁,企业中层管理,已婚一孩,已购,对比评估,2周左右,本人,孩子,如果客户在奥迪Q8和宝马X5之间犹豫，我觉得不能只说品牌，还是要讲清楚后排、隔音、底盘和优惠后的真实成交价值。对商务用户来说，稳定和体面感很重要。,公开网页销售反馈风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0310,奥迪(进口),奥迪Q8,奥迪Q8,76.68-108.48万,传统燃料/常规混合动力,SUV,中大型,5座,用户评论,车质网,湖南,2026-04,35-40岁,金融/咨询从业者,商务+家庭兼用,意向中,价格谈判,1周内,公司/家庭共同使用者,销售顾问,试驾后我觉得奥迪Q8的底盘质感比很多新势力更扎实，长途开起来轻松。只是车机响应和智能化功能确实没有那么讨喜，年轻用户可能会因此转向新能源竞品。,公开网页用户评论风格改写,奥迪A6L公开口碑中常见空间、隔音、底盘、豪华感和车机智能化、低速顿挫/维修等反馈。,奥迪A6L 车质网口碑,车质网,https://www.12365auto.com/review/1_0_0_1.shtml
UM0311,保时捷,Taycan,Taycan,91.80-156.80万,纯电动,轿车,中大型,4座,用户评论,车质网,山东,2026-08,50岁以上,金融/咨询从业者,三代同住,流失,初步了解,2个月以上,家庭共同决策,父母,关注Taycan主要是因为通勤舒适和外观协调，价格在91.80-156.80万这个区间内比较有吸引力。对比同价位竞品时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0312,保时捷,Taycan,Taycan,91.80-156.80万,纯电动,轿车,中大型,4座,访谈记录,公开论坛/社区讨论,上海,2026-07,30-35岁,企业职员,未婚/两人家庭,未购,试驾体验,1-2个月,本人+父母,朋友/同事,我对Taycan的第一印象是实用，轿车车身能满足日常通勤和家庭使用。顾虑是装载能力，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0313,保时捷,Taycan,Taycan,91.80-156.80万,纯电动,轿车,中大型,4座,问卷回答,销售反馈模拟,四川,2026-06,40-45岁,设计/传媒从业者,已婚一孩,流失,已购复盘,1个月内,本人+配偶,无明显影响人,选车时把Taycan和新能源替代车型放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在外观协调，不足可能是后排头部空间，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
