样本ID,品牌,车系,分析对象名称,车型价格范围,价格段,能源形式,车身形式,级别,座位数,地区,调查时间,年龄段,性别,职业,家庭年收入区间,家庭结构,家庭成员,是否有孩,是否有老人同住/常乘坐,当前用车状态,首购/增购/换购,原有车型/品牌,购车预算,购车阶段,决策周期,主要决策人,决策影响人,购车动因,主要使用场景,信息来源,是否试驾,最关注因素,关注理由,主要顾虑,对比车型,最终倾向,是否成交,流失原因,开放题摘要,沟通触点建议,数据性质,拟定依据,参考来源标题,参考来源URL
S085-03,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,山东省,2026-07-21,46岁以上,女,中基层管理者,100万以上,已婚一孩,5人及以上,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,60-90万,对比评估,2个月以上,本人,父母；子女；配偶,减少里程焦虑；品牌升级,周末短途；长途自驾,朋友/同事推荐；懂车帝/汽车之家口碑,否,价格权益；售后服务；豪华感/质感,希望同预算下配置和权益更划算,价格权益是否稳定；保值率；权益透明度,宝马7系；雷克萨斯LS；奥迪A7L,倾向本品,待定,,受访者关注价格权益，主要用于周末短途；同时对价格权益是否稳定仍有疑问，决策中会对比宝马7系；雷克萨斯LS；奥迪A7L。,先围绕周末短途场景切入，再把价格权益转化为可感知体验；对价格权益是否稳定需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S085-04,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,福建省,2026-06-27,46岁以上,男,私营业主/个体经营者,50-80万,商务/个人用车,4人,否,是,家中已有新能源车,增购,家中已有新能源车,60-90万,初步了解,2个月以上,本人,KOL/博主；车主评价,品牌升级；空间升级,周末短途；商务接待；家庭出行,懂车帝/汽车之家口碑；小红书/抖音内容,是,安全性；补能便利；乘坐舒适；驾驶质感,希望在预算内获得更稳定的综合体验,后排空间是否够用；竞品是否更强；高端服务体验,雷克萨斯LS；奥迪A7L,已下订,是,,受访者关注安全性，主要用于周末短途；同时对后排空间是否够用仍有疑问，决策中会对比雷克萨斯LS；奥迪A7L。,先围绕周末短途场景切入，再把安全性转化为可感知体验；对后排空间是否够用需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S085-05,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,陕西省,2026-06-18,36-40岁,女,私营业主/个体经营者,100万以上,已婚二孩及以上,3人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,60-90万,已试驾,2个月以上,本人+配偶,配偶；KOL/博主；车主评价,智能化体验；空间升级,充电便利场景；周末短途；商务接待,车主群/社群讨论；懂车帝/汽车之家口碑；朋友/同事推荐,否,售后服务；智能驾驶；低使用成本,希望降低通勤和长途驾驶压力,权益透明度；后备厢空间,奥迪A7L；尊界S800,倾向本品,待定,,受访者关注售后服务，主要用于充电便利场景；同时对权益透明度仍有疑问，决策中会对比奥迪A7L；尊界S800。,先围绕充电便利场景场景切入，再把售后服务转化为可感知体验；对权益透明度需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S085-06,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,上海市,2026-07-19,46岁以上,男,企业高管/企业主,100万以上,商务/个人用车,4人,否,否,家中已有新能源车,增购,家中已有新能源车,60-90万,已购/用车复盘,1-2个月,本人,销售顾问；车主评价；朋友/同事,长途/自驾；通勤代步,商务接待；周末短途；长途自驾,车主群/社群讨论；朋友/同事推荐,是,智能驾驶；智能座舱；保值率；通勤舒适,希望降低通勤和长途驾驶压力,价格权益是否稳定；后备厢空间；售后网络是否成熟,尊界S800；奥迪A8；宝马7系,已下订,是,,受访者关注智能驾驶，主要用于商务接待；同时对价格权益是否稳定仍有疑问，决策中会对比尊界S800；奥迪A8；宝马7系。,先围绕商务接待场景切入，再把智能驾驶转化为可感知体验；对价格权益是否稳定需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S085-07,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,安徽省,2026-06-13,36-40岁,女,中基层管理者,100万以上,已婚无孩,2人,否,否,BBA/传统豪华车,换购,BBA/传统豪华车,60-90万,初步了解,1-2个月,本人+配偶,KOL/博主；配偶,智能化体验；空间升级,商务接待；充电便利场景；老人小孩乘坐,小红书/抖音内容；车主群/社群讨论,否,品牌认知；安全性；价格权益；空间舒适,希望兼顾家人乘坐和周末出行；在意品牌形象和商务/社交场景认可度；希望同预算下配置和权益更划算,后备厢空间；底盘舒适性；价格权益是否稳定,奥迪A8；宝马7系,转向竞品,否,品牌认可度更高,受访者关注品牌认知，主要用于商务接待；同时对后备厢空间仍有疑问，决策中会对比奥迪A8；宝马7系。,先围绕商务接待场景切入，再把品牌认知转化为可感知体验；对后备厢空间需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S085-08,仰望,仰望U7,仰望U7,65.80-88.80万,70-80万,纯电动；非增程式插混,轿车,大型,4座；5座,重庆市,2026-06-19,41-45岁,女,企业高管/企业主,80-100万,已婚一孩,2人,是,否,无车,首购,无车,60-90万,已购/用车复盘,1-2个月,企业/业务需求,父母；子女；KOL/博主,换新能源；品牌升级；智能化体验,充电便利场景；周末短途；城市通勤,KOL评测；朋友/同事推荐,是,保值率；空间舒适；驾驶质感,希望兼顾家人乘坐和周末出行,底盘舒适性；价格是否值得,宝马7系；雷克萨斯LS,继续比较,待定,,受访者关注保值率，主要用于充电便利场景；同时对底盘舒适性仍有疑问，决策中会对比宝马7系；雷克萨斯LS。,先围绕充电便利场景场景切入，再把保值率转化为可感知体验；对底盘舒适性需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S086-01,保时捷,Panamera,Panamera,99.80-149.80万,100万以上,传统燃料,轿车,大型,4座,福建省,2026-07-28,31-35岁,女,金融/地产从业者,80-100万,已婚一孩,2人,是,否,BBA/传统豪华车,换购,BBA/传统豪华车,90-150万,价格谈判,2个月以上,本人,子女；配偶；父母,商务接待；家庭品质升级,城市通勤；周末短途,车主群/社群讨论；KOL评测；朋友/同事推荐,否,售后服务；保值率；空间舒适；驾驶质感,希望兼顾家人乘坐和周末出行,保养维修费用；竞品是否更强；高端服务体验,迈巴赫S级；奥迪A8,转向竞品,否,品牌认可度更高,受访者关注售后服务，主要用于城市通勤；同时对保养维修费用仍有疑问，决策中会对比迈巴赫S级；奥迪A8。,先围绕城市通勤场景切入，再把售后服务转化为可感知体验；对保养维修费用需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S086-02,保时捷,Panamera,Panamera,99.80-149.80万,100万以上,传统燃料,轿车,大型,4座,重庆市,2026-07-02,41-45岁,男,私营业主/个体经营者,80-100万,已婚一孩,3人,是,否,家中已有新能源车,增购,家中已有新能源车,90-150万,对比评估,1-2个月,企业/业务需求,配偶；父母,商务接待；换新能源,商务接待；家庭出行,懂车帝/汽车之家口碑；小红书/抖音内容,是,空间舒适；价格权益；安全性；售后服务,希望兼顾家人乘坐和周末出行；希望同预算下配置和权益更划算,保养维修费用；售后维修成本；权益透明度,奥迪A8；雷克萨斯LS,已下订,是,,受访者关注空间舒适，主要用于商务接待；同时对保养维修费用仍有疑问，决策中会对比奥迪A8；雷克萨斯LS。,先围绕商务接待场景切入，再把空间舒适转化为可感知体验；对保养维修费用需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S086-03,保时捷,Panamera,Panamera,99.80-149.80万,100万以上,传统燃料,轿车,大型,4座,浙江省,2026-06-15,46岁以上,女,私营业主/个体经营者,80-100万,已婚一孩,4人,是,是,BBA/传统豪华车,换购,BBA/传统豪华车,90-150万,已下订,2个月以上,本人,车主评价；配偶,家庭品质升级；品牌升级,周末短途；城市通勤；家庭出行,车主群/社群讨论；KOL评测,否,外观设计；豪华感/质感；乘坐舒适；价格权益,希望同预算下配置和权益更划算,后排空间是否够用；竞品是否更强,雷克萨斯LS；尊界S800；宝马7系,转向竞品,否,补能/售后更方便,受访者关注外观设计，主要用于周末短途；同时对后排空间是否够用仍有疑问，决策中会对比雷克萨斯LS；尊界S800；宝马7系。,先围绕周末短途场景切入，再把外观设计转化为可感知体验；对后排空间是否够用需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S086-04,保时捷,Panamera,Panamera,99.80-149.80万,100万以上,传统燃料,轿车,大型,4座,四川省,2026-07-10,36-40岁,男,私营业主/个体经营者,80-100万,已婚一孩,5人及以上,是,是,家中已有新能源车,增购,家中已有新能源车,90-150万,对比评估,1-2个月,本人,配偶；父母；子女,换新能源；家庭出行升级；商务接待,商务接待；周末短途；城市通勤,车主群/社群讨论；朋友/同事推荐；品牌直营店/4S店,是,价格权益；可靠性；通勤舒适；外观设计,希望同预算下配置和权益更划算,车机/智能化是否落后；售后维修成本,尊界S800；宝马7系,已下订,是,,受访者关注价格权益，主要用于商务接待；同时对车机/智能化是否落后仍有疑问，决策中会对比尊界S800；宝马7系。,先围绕商务接待场景切入，再把价格权益转化为可感知体验；对车机/智能化是否落后需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
